Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",31,0.01,0x7FFB700E026A,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",31,0.01,0x7FFB6FF20DE1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsFullyDefined",31,0.01,0x7FFB6FF1B1A2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",31,0.01,0x7FFB6FF11E9C,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.<get_Body>b__13_0",30,0.01,0x7FFB6FF24354,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.get_ControlledAdjointBody",30,0.01,0x7FFB700E2068,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",30,0.01,0x7FFB6FF11CD7,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",29,0.01,0x7FFBF71340D1,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.get_MicrosoftQuantumPrimitiveH",29,0.01,0x7FFB6FF246B2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",29,0.01,0x7FFB6FF1260F,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.CanHaveQubitsSimple",29,0.01,0x7FFB6FF0CBDC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable",29,0.01,0x7FFB6FF1256E,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.get_ControlledAdjointBody",29,0.01,0x7FFB700E2458,0,0,0,0,
"System.Linq.Enumerable.Select",29,0.01,0x7FFB6FF27079,0,0,0,0,
"[KernelBase.dll]",28,0.01,0x7FFC1D6084D0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",28,0.01,0x7FFB6FF11BAC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",28,0.01,0x7FFB700E019D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].<.ctor>b__0",28,0.01,0x7FFB6FF21F59,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.GetTupleValues",28,0.01,0x7FFB6FF1A357,0,0,0,0,
"System.Linq.Enumerable.Select",28,0.01,0x7FFB6FF270F6,0,0,0,0,
"[vcomp140.dll]",27,0.01,0x7FFC0AFD4EA6,0,0,0,0,
"Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0",27,0.01,0x7FFB700E3396,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",27,0.01,0x7FFB6FF250A4,0,0,0,0,
"Microsoft.Quantum.Primitive.SWAP.get_CNOT",27,0.01,0x7FFB6FF28445,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays",27,0.01,0x7FFB6FF16097,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",27,0.01,0x7FFB6FF11AF3,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsControllable",27,0.01,0x7FFB6FF124EF,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Get",27,0.01,0x7FFB6FEF8641,0,0,0,0,
"[KernelBase.dll]",26,0.01,0x7FFC1D60CEBF,0,0,0,0,
"[Unknown]",26,0.01,0x7FFB6FDAD360,0,0,0,0,
"[vcomp140.dll]",26,0.01,0x7FFC0AFD86C3,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation..ctor",26,0.01,0x7FFB6FF11A04,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",26,0.01,0x7FFB6FF20B3A,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable",26,0.01,0x7FFB6FF124AE,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",25,0.01,0x7FFBF711AE69,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",25,0.01,0x7FFBF7133441,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body",25,0.01,0x7FFB6FF24E60,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",25,0.01,0x7FFB6FF22EDD,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]],System.__Canon].Apply",25,0.01,0x7FFB6FF259FC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary",25,0.01,0x7FFB6FF12441,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledBody>b__11_0",25,0.01,0x7FFB6FF25AE0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays",24,0.01,0x7FFB6FF16061,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays",24,0.01,0x7FFB6FF160E3,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",23,0.01,0x7FFB700E1750,0,0,0,0,
"Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac",23,0.01,0x7FFB6FF2C852,0,0,0,0,
"Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationStart",23,0.01,0x7FFB6FF0DC10,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_Body",23,0.01,0x7FFB6FF25A20,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",23,0.01,0x7FFB6FF22D33,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",23,0.01,0x7FFB6FF12838,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable",23,0.01,0x7FFB6FF12561,0,0,0,0,
"[KernelBase.dll]",22,0.01,0x7FFC1D5EB695,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",22,0.01,0x7FFBF712A206,0,0,0,0,
"[Unknown]",22,0.01,0x7FFB6FDAD180,0,0,0,0,
"[Unknown]",22,0.01,0x7FFB6FDAD480,0,0,0,0,
"[Unknown]",22,0.01,0x7FFB6FDDC091,0,0,0,0,
"Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0",22,0.01,0x7FFB6FF2C6AF,0,0,0,0,
"Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationEnd",22,0.01,0x7FFB6FF0F2F5,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",22,0.01,0x7FFB6FF0C3ED,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",22,0.01,0x7FFB6FF0B2A7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary",22,0.01,0x7FFB6FF1244E,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",22,0.01,0x7FFB6FF0C302,0,0,0,0,
"[KernelBase.dll]",21,0.01,0x7FFC1D5DAFBA,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",21,0.01,0x7FFBF711AE3A,0,0,0,0,
"[Unknown]",21,0.01,0x7FFB6FDAD400,0,0,0,0,
"[vcomp140.dll]",21,0.01,0x7FFC0AFD1517,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",21,0.01,0x7FFB700E177B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple",21,0.01,0x7FFB6FF0DA3B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<Create>b__0",21,0.01,0x7FFB6FF2DAF7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",21,0.01,0x7FFB6FF1BFAA,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX.<get_ControlledBody>b__9_0",21,0.01,0x7FFB6FF28939,0,0,0,0,
"System.Linq.Enumerable.Select",21,0.01,0x7FFB6FF2711F,0,0,0,0,
"[Unknown]",20,0.01,0x7FFB6FE66101,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays",20,0.01,0x7FFB6FF1607D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",20,0.01,0x7FFB700E0201,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper+<>c.<MakeGetQubitsFunctionsDictionary>b__0_2",20,0.01,0x7FFB6FF0D9F3,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.Int64,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",20,0.01,0x7FFB6FF0E7AE,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",20,0.01,0x7FFB6FF259B9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",20,0.01,0x7FFB6FF1BF64,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",20,0.01,0x7FFB6FF1BF7E,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX.get_ControlledBody",20,0.01,0x7FFB6FF28878,0,0,0,0,
"dynamicClass.IL_STUB_PInvoke",19,0.00,0x7FFB6FF27C2F,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",19,0.00,0x7FFB6FF24FFE,0,0,0,0,
"Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationEnd",19,0.00,0x7FFB6FF0F2E4,0,0,0,0,
"Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.ReleaseOneQubit",19,0.00,0x7FFB700E3823,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",19,0.00,0x7FFB6FF230A6,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.Double].Apply",19,0.00,0x7FFB6FF0F016,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary",19,0.00,0x7FFB6FF1242F,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledBody>b__11_0",19,0.00,0x7FFB6FF25B9B,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",19,0.00,0x7FFB6FF0C332,0,0,0,0,
"System.Linq.Enumerable.ToArray",19,0.00,0x7FFB6FF273E9,0,0,0,0,
"System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]..ctor",19,0.00,0x7FFB6FEA3BA0,0,0,0,0,
"[KernelBase.dll]",18,0.00,0x7FFC1D5EEB02,0,0,0,0,
"dynamicClass.IL_STUB_PInvoke",18,0.00,0x7FFB6FF27C75,0,0,0,0,
"Microsoft.Quantum.Primitive.CNOT.<get_Body>b__7_0",18,0.00,0x7FFB6FF285D7,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledBody>b__11_0",18,0.00,0x7FFB6FF2484B,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",18,0.00,0x7FFB700E211B,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",18,0.00,0x7FFB6FF25073,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",18,0.00,0x7FFB6FF20C4A,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",18,0.00,0x7FFB6FF0B458,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable",18,0.00,0x7FFB6FF1248F,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",18,0.00,0x7FFB6FF11D3E,0,0,0,0,
"[Unknown]",17,0.00,0x7FFB6FDAD1A0,0,0,0,0,
"[Unknown]",17,0.00,0x7FFB6FDAD3A0,0,0,0,0,
"Microsoft.Quantum.Extensions.Convert.Native+ToDouble.get_Body",17,0.00,0x7FFB6FF0E850,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",17,0.00,0x7FFB6FF24F39,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",17,0.00,0x7FFB6FF24F5B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",17,0.00,0x7FFB6FF24E3C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range.GetEnumerator",17,0.00,0x7FFB6FF0FA98,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",17,0.00,0x7FFB6FF11D28,0,0,0,0,
"[vcomp140.dll]",16,0.00,0x7FFC0AFD14E0,0,0,0,0,
"Microsoft.Quantum.Extensions.Math.Native+PI.get_Body",16,0.00,0x7FFB6FF1B790,0,0,0,0,
"Microsoft.Quantum.Simulation.Common.QubitManager.get_DisableBorrowing",16,0.00,0x7FFB6FF0C394,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays",16,0.00,0x7FFB6FF16060,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",16,0.00,0x7FFB6FF1262F,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",16,0.00,0x7FFB6FF230CF,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.Int64,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",16,0.00,0x7FFB6FF0E790,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.Int64,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",16,0.00,0x7FFB6FF0E7E9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]],System.__Canon].Apply",16,0.00,0x7FFB6FF259EF,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsControllable",16,0.00,0x7FFB6FF12501,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",16,0.00,0x7FFB6FF0F211,0,0,0,0,
"[KernelBase.dll]",15,0.00,0x7FFC1D5DAF40,0,0,0,0,
"[KernelBase.dll]",15,0.00,0x7FFC1D5DB184,0,0,0,0,
"[KernelBase.dll]",15,0.00,0x7FFC1D60CCCB,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",15,0.00,0x7FFBF7129BE5,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",15,0.00,0x7FFBF712A256,0,0,0,0,
"[Unknown]",15,0.00,0x7FFB6FDAD380,0,0,0,0,
"dynamicClass.IL_STUB_PInvoke",15,0.00,0x7FFB6FF27C72,0,0,0,0,
"Microsoft.Quantum.Canon.SwapReverseRegister.<get_Body>b__7_0",15,0.00,0x7FFB6FF27FF8,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledAdjointBody>b__13_0",15,0.00,0x7FFB700E1E78,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",15,0.00,0x7FFB700E21BE,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.get_MicrosoftQuantumExtensionsConvertToDouble",15,0.00,0x7FFB6FF25291,0,0,0,0,
"Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationStart",15,0.00,0x7FFB6FF0DBAD,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body",15,0.00,0x7FFB6FF24E6E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].FindPartialType",15,0.00,0x7FFB6FF2BA50,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",15,0.00,0x7FFB6FF24DF9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",15,0.00,0x7FFB6FF0B268,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",15,0.00,0x7FFB6FF0B5A0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",15,0.00,0x7FFB6FF16201,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsQubit",15,0.00,0x7FFB6FF125B7,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Validate",15,0.00,0x7FFB6FEF98DB,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",14,0.00,0x7FFBF70F28F6,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",14,0.00,0x7FFBF70F43B3,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",14,0.00,0x7FFBF711AE30,0,0,0,0,
"[ucrtbase.dll]",14,0.00,0x7FFC1D2639BB,0,0,0,0,
"[Unknown]",14,0.00,0x7FFB6FDAD160,0,0,0,0,
"[Unknown]",14,0.00,0x7FFB6FDAD280,0,0,0,0,
"[Unknown]",14,0.00,0x7FFB6FDAD413,0,0,0,0,
"[Unknown]",14,0.00,0x7FFB6FE401D3,0,0,0,0,
"[Unknown]",14,0.00,0x7FFBC5DC0110,0,0,0,0,
"[vcomp140.dll]",14,0.00,0x7FFC0AFD16CC,0,0,0,0,
"[vcomp140.dll]",14,0.00,0x7FFC0AFD4EB6,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyReversedOpBigEndianCA.get_AsQubitArray",14,0.00,0x7FFB6FF229D2,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.get_AssertBoolEqual",14,0.00,0x7FFB6FF24602,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.get_ControlledAdjointBody",14,0.00,0x7FFB700E1CA8,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",14,0.00,0x7FFB700E20F9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.CanHaveQubitsSimple",14,0.00,0x7FFB6FF0CBE9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",14,0.00,0x7FFB6FF0B381,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable",14,0.00,0x7FFB6FF124A1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple",14,0.00,0x7FFB6FF11F40,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",14,0.00,0x7FFB6FF25339,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",14,0.00,0x7FFB6FF1DEC9,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.Extensions.GetIds",14,0.00,0x7FFB6FF25C30,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledBody>b__11_0",14,0.00,0x7FFB6FF25BA8,0,0,0,0,
"System.Linq.Enumerable.Select",14,0.00,0x7FFB6FF27050,0,0,0,0,
"[KernelBase.dll]",13,0.00,0x7FFC1D5DB1F0,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",13,0.00,0x7FFBF711AE47,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",13,0.00,0x7FFBF7129CE3,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",13,0.00,0x7FFBF712A25E,0,0,0,0,
"[Unknown]",13,0.00,0x7FFB6FDAD3E0,0,0,0,0,
"[Unknown]",13,0.00,0x7FFB6FE400A0,0,0,0,0,
"[vcomp140.dll]",13,0.00,0x7FFC0AFD4E90,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",13,0.00,0x7FFB700E2132,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",13,0.00,0x7FFB6FF25129,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.get_MicrosoftQuantumExtensionsMathPI",13,0.00,0x7FFB6FF25240,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",13,0.00,0x7FFB6FF0C5D0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation..ctor",13,0.00,0x7FFB6FF11A1F,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",13,0.00,0x7FFB6FF22E77,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",13,0.00,0x7FFB6FF131D0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.Double].Apply",13,0.00,0x7FFB6FF0F000,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.Int64,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",13,0.00,0x7FFB6FF0E791,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.BuildTuple",13,0.00,0x7FFB6FF1B3DE,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.GetTupleValues",13,0.00,0x7FFB6FF1A299,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",13,0.00,0x7FFB6FF24B79,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance",13,0.00,0x7FFB6FEF86CD,0,0,0,0,
"System.Linq.Enumerable.Select",13,0.00,0x7FFB6FF27054,0,0,0,0,
"[Unknown]",12,0.00,0x7FFB6FDAD14A,0,0,0,0,
"[vcomp140.dll]",12,0.00,0x7FFC0AFD15C1,0,0,0,0,
"dynamicClass.IL_STUB_PInvoke",12,0.00,0x7FFB6FF27CAC,0,0,0,0,
"Microsoft.Quantum.Canon.WithA`1[System.__Canon].<get_AdjointBody>b__7_0",12,0.00,0x7FFB700E801D,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledBody>b__11_0",12,0.00,0x7FFB6FF2486D,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.get_RFrac",12,0.00,0x7FFB6FF24B29,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",12,0.00,0x7FFB6FF25154,0,0,0,0,
"Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationStart",12,0.00,0x7FFB6FF0DC04,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",12,0.00,0x7FFB6FF0C5B4,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",12,0.00,0x7FFB6FF0C5C4,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple",12,0.00,0x7FFB6FF0DAA7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetToQubitArrayMap",12,0.00,0x7FFB6FF0CF45,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper+<>c.<MakeGetQubitsFunctionsDictionary>b__0_3",12,0.00,0x7FFB6FF149E0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].FindPartialType",12,0.00,0x7FFB6FF2BB61,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",12,0.00,0x7FFB6FF225B9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",12,0.00,0x7FFB6FF20D72,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",12,0.00,0x7FFB6FF1ADC3,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX.<get_ControlledBody>b__9_0",12,0.00,0x7FFB6FF288ED,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",12,0.00,0x7FFB6FF0F24C,0,0,0,0,
"[KernelBase.dll]",11,0.00,0x7FFC1D5DB17C,0,0,0,0,
"[KernelBase.dll]",11,0.00,0x7FFC1D60AF4C,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",11,0.00,0x7FFBF7132076,0,0,0,0,
"[Unknown]",11,0.00,0x7FFB6FDAD153,0,0,0,0,
"[Unknown]",11,0.00,0x7FFB6FDAD3C0,0,0,0,0,
"[Unknown]",11,0.00,0x7FFB6FDAD4B3,0,0,0,0,
"Microsoft.Quantum.Canon.QFTLE.get_ApplyReversedOpBigEndianCA",11,0.00,0x7FFB6FF224B2,0,0,0,0,
"Microsoft.Quantum.Canon.Reverse`1[System.__Canon].<get_Body>b__5_0",11,0.00,0x7FFB6FF238C4,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledAdjointBody>b__13_0",11,0.00,0x7FFB700E1F49,0,0,0,0,
