Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Root","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",167,9,0.04,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext","[Unknown]",167,9,0.04,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext","[coreclr.dll]",26,21,0.01,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext","[Unknown]",3,2,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext","Microsoft.Quantum.Simulation.Core.PartialMapper.PopNextArgs",1,1,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsFullyDefined",128,2,0.03,0.00,
"Root","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.System.Collections.Generic.IEnumerable<System.Object>.GetEnumerator","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.System.Collections.Generic.IEnumerable<System.Object>.GetEnumerator",4,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.System.Collections.Generic.IEnumerable<System.Object>.GetEnumerator","[Unknown]",4,1,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.System.Collections.Generic.IEnumerable<System.Object>.GetEnumerator","[coreclr.dll]",3,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.PartialUnitary`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IAdjointable.get_Adjoint","Microsoft.Quantum.Simulation.Core.PartialUnitary`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IAdjointable.get_Adjoint",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.PartialUnitary`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IAdjointable.get_Adjoint","Microsoft.Quantum.Canon.ModularIncrementPhaseLE.<get_ControlledAdjointBody>b__31_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor","Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor","Microsoft.Quantum.Canon.ApproximateQFT.<get_Body>b__13_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",10,6,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor","Microsoft.Quantum.Canon.Reverse`1[System.__Canon].<get_Body>b__5_0",9,6,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor","Microsoft.Quantum.Simulation.Common.QubitManager.Allocate",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor","[Unknown]",4,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item",16,16,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item","Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",7,7,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item","Microsoft.Quantum.Canon.ApproximateQFT.<get_Body>b__13_0",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_Body>b__7_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item","Microsoft.Quantum.Canon.Reverse`1[System.__Canon].<get_Body>b__5_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item","Microsoft.Quantum.Canon.SwapReverseRegister.<get_Body>b__7_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","4,979",73,1.30,0.02,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].<get_ControlledBody>b__11_0",10,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__13_0",8,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__11_0",10,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays","4,947",73,1.30,0.02,
"Callee","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","[coreclr.dll]",160,40,0.04,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","[Unknown]","4,746",551,1.24,0.14,
"Root","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].set_Item","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].set_Item",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].set_Item","Microsoft.Quantum.Canon.Reverse`1[System.__Canon].<get_Body>b__5_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.QArray`1[System.Boolean]..ctor","Microsoft.Quantum.Simulation.Core.QArray`1[System.Boolean]..ctor",3,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.QArray`1[System.Boolean]..ctor","Microsoft.Quantum.Canon.BoolArrFromPositiveInt.<get_Body>b__7_0",3,1,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.QArray`1[System.Boolean]..ctor","[Unknown]",2,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Qubit.GetQubits","Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",843,120,0.22,0.03,
"Caller","Microsoft.Quantum.Simulation.Core.Qubit.GetQubits","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple",836,119,0.22,0.03,
"Caller","Microsoft.Quantum.Simulation.Core.Qubit.GetQubits","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",7,1,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.Qubit.GetQubits","[coreclr.dll]",148,46,0.04,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.Qubit.GetQubits","[Unknown]",575,23,0.15,0.01,
"Root","Microsoft.Quantum.Simulation.Core.Range..ctor","Microsoft.Quantum.Simulation.Core.Range..ctor",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range..ctor","Microsoft.Quantum.Canon.Reverse`1[System.__Canon].<get_Body>b__5_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Range..ctor","Microsoft.Quantum.Simulation.Core.Range..ctor",5,5,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range..ctor","Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range..ctor","Microsoft.Quantum.Canon.ApproximateQFT.<get_Body>b__13_0",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range..ctor","Microsoft.Quantum.Canon.Reverse`1[System.__Canon].<get_Body>b__5_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range..ctor","Microsoft.Quantum.Canon.SwapReverseRegister.<get_Body>b__7_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator",25,5,0.01,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator","Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",11,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator","Microsoft.Quantum.Canon.ApproximateQFT.<get_Body>b__13_0",4,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_Body>b__7_0",2,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0",3,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator","Microsoft.Quantum.Canon.Reverse`1[System.__Canon].<get_Body>b__5_0",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator","Microsoft.Quantum.Canon.SwapReverseRegister.<get_Body>b__7_0",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator","[coreclr.dll]",20,11,0.01,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext",54,54,0.01,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",7,7,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.ApproximateQFT.<get_Body>b__13_0",16,16,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.BoolArrFromPositiveInt.<get_Body>b__7_0",4,4,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.ExpMod.<get_Body>b__11_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_AdjointBody>b__9_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_Body>b__7_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0",5,5,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.ModularAddProductPhaseLE.<get_ControlledAdjointBody>b__25_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.Reverse`1[System.__Canon].<get_Body>b__5_0",9,9,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext","Microsoft.Quantum.Canon.SwapReverseRegister.<get_Body>b__7_0",6,6,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.Collections.Generic.IEnumerator<System.Int64>.get_Current","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.Collections.Generic.IEnumerator<System.Int64>.get_Current",7,7,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.Collections.Generic.IEnumerator<System.Int64>.get_Current","Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.Collections.Generic.IEnumerator<System.Int64>.get_Current","Microsoft.Quantum.Canon.ApproximateQFT.<get_Body>b__13_0",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.Collections.Generic.IEnumerator<System.Int64>.get_Current","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.Collections.Generic.IEnumerator<System.Int64>.get_Current","Microsoft.Quantum.Canon.ModularMultiplyByConstantLE.<get_ControlledBody>b__23_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.IDisposable.Dispose","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.IDisposable.Dispose",4,4,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.IDisposable.Dispose","Microsoft.Quantum.Canon.BoolArrFromPositiveInt.<get_Body>b__7_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.IDisposable.Dispose","Microsoft.Quantum.Canon.ModularMultiplyByConstantLE.<get_ControlledBody>b__23_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.IDisposable.Dispose","Microsoft.Quantum.Canon.Reverse`1[System.__Canon].<get_Body>b__5_0",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable",81,23,0.02,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",81,23,0.02,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable","[coreclr.dll]",14,14,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable","[Unknown]",44,18,0.01,0.00,
"Root","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable",106,20,0.03,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",106,20,0.03,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable","[coreclr.dll]",23,23,0.01,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable","[Unknown]",63,24,0.02,0.01,
"Root","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsControllable","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsControllable",92,11,0.02,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsControllable","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",92,11,0.02,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsControllable","[coreclr.dll]",16,16,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsControllable","[Unknown]",65,31,0.02,0.01,
"Root","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsFullyDefined","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsFullyDefined",128,2,0.03,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsFullyDefined","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",128,2,0.03,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsFullyDefined","[Unknown]",64,4,0.02,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsFullyDefined","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsMissing",1,1,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsFullyDefined","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple",61,8,0.02,0.00,
"Root","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsMissing","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsMissing",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsMissing","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsFullyDefined",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsQubit","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsQubit",28,13,0.01,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsQubit","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",28,13,0.01,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsQubit","[coreclr.dll]",15,15,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple",430,54,0.11,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].FindPartialType",26,4,0.01,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",12,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple","Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",45,4,0.01,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple","Microsoft.Quantum.Simulation.Core.PartialMapper.GetTupleValues",96,6,0.03,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsFullyDefined",61,8,0.02,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",190,32,0.05,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple","[coreclr.dll]",41,41,0.01,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple","[Unknown]",335,67,0.09,0.02,
"Root","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary",88,22,0.02,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",88,22,0.02,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary","[coreclr.dll]",25,25,0.01,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary","[Unknown]",41,23,0.01,0.01,
"Root","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","2,873",35,0.75,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.GenericAdjoint.CreateOperation",83,1,0.02,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","1,092",10,0.29,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",519,8,0.14,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","1,120",8,0.29,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].FindPartialType",57,1,0.01,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",2,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",658,6,0.17,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","[coreclr.dll]",66,20,0.02,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","[Unknown]","2,187",206,0.57,0.05,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable",81,23,0.02,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable",106,20,0.03,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsControllable",92,11,0.02,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsQubit",28,13,0.01,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple",190,32,0.05,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary",88,22,0.02,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",658,6,0.17,0.00,
"Root","Microsoft.Quantum.Simulation.Core.TypeExtensions+<>c.<Normalize>b__10_0","Microsoft.Quantum.Simulation.Core.TypeExtensions+<>c.<Normalize>b__10_0",4,4,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.TypeExtensions+<>c.<Normalize>b__10_0","[Unknown]",4,4,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IAdjointable.get_Adjoint","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IAdjointable.get_Adjoint",4,4,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IAdjointable.get_Adjoint","Microsoft.Quantum.Canon.WithA`1[System.__Canon].<get_AdjointBody>b__7_0",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IAdjointable.get_Adjoint","Microsoft.Quantum.Canon.WithA`1[System.__Canon].<get_Body>b__5_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary.get_Adjoint","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary.get_Adjoint",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary.get_Adjoint","Microsoft.Quantum.Canon.ApplyReversedOpBigEndianCA.<get_AdjointBody>b__11_0",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",15,15,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Canon.ApplyPhaseLEOperationOnLECA.<get_ControlledAdjointBody>b__13_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",12,12,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Canon.ModularIncrementPhaseLE.<get_ControlledAdjointBody>b__31_0",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Primitive.CNOT.<get_Body>b__7_0",3,3,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.get_Adjoint","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.get_Adjoint",1,1,0.00,0.00,
