Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.get_Adjoint","Microsoft.Quantum.Canon.ApplyPhaseLEOperationOnLECA.<get_ControlledAdjointBody>b__13_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",4,4,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Canon.CopyMostSignificantBitLE.<get_AdjointBody>b__13_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Canon.QFTLE.<get_AdjointBody>b__11_0",3,3,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Primitive.SWAP.<get_ControlledBody>b__11_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",10,10,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",6,6,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Canon.ModularAddProductPhaseLE.<get_ControlledAdjointBody>b__25_0",4,4,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.ModularAddProductPhaseLE.<get_ControlledAdjointBody>b__25_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.ModularAddProductPhaseLE.<get_ControlledBody>b__23_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Canon.ModularIncrementPhaseLE.<get_ControlledBody>b__29_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Canon.QFT.<get_AdjointBody>b__9_0",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.ModularIncrementPhaseLE.<get_ControlledAdjointBody>b__31_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.ModularIncrementPhaseLE.<get_ControlledBody>b__29_0",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",18,18,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Primitive.RFrac.<get_AdjointBody>b__13_0",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",15,15,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",19,19,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",12,12,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",7,7,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_AdjointBody>b__9_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",39,39,0.01,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",7,7,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.ApproximateQFT.<get_Body>b__13_0",14,14,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0",9,9,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0",4,4,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.ModularAddProductPhaseLE.<get_ControlledAdjointBody>b__25_0",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.ModularAddProductPhaseLE.<get_ControlledBody>b__23_0",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Samples.IntegerFactorization.OrderFindingOracle.<get_ControlledBody>b__17_0",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",22,22,0.01,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Primitive.R1Frac.<get_AdjointBody>b__9_0",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint","Microsoft.Quantum.Primitive.R1Frac.<get_ControlledAdjointBody>b__13_0",19,19,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",18,18,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Primitive.R1Frac.<get_ControlledAdjointBody>b__13_0",8,8,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Primitive.R1Frac.<get_ControlledBody>b__11_0",10,10,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial",293,0,0.08,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0",139,0,0.04,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0",154,0,0.04,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","[coreclr.dll]",3,2,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","[Unknown]",111,0,0.03,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].Partial",179,0,0.05,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled","Microsoft.Quantum.Canon.ModularMultiplyByConstantLE.<get_ControlledBody>b__23_0",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial",10,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","Microsoft.Quantum.Samples.IntegerFactorization.EstimatePeriod.<get_Body>b__43_0",10,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","[coreclr.dll]",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","[Unknown]",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon],System.__Canon].Partial",6,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance","Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance","1,457",67,0.38,0.02,
"Caller","Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Get","1,457",67,0.38,0.02,
"Caller","Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Validate",123,0,0.03,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance","[coreclr.dll]",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance","[Unknown]","1,377",464,0.36,0.12,
"Callee","Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Validate",124,0,0.03,0.00,
"Root","Microsoft.Quantum.Simulation.Simulators.Extensions.GetIds","Microsoft.Quantum.Simulation.Simulators.Extensions.GetIds",658,35,0.17,0.01,
"Caller","Microsoft.Quantum.Simulation.Simulators.Extensions.GetIds","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator.SafeControlled",658,35,0.17,0.01,
"Callee","Microsoft.Quantum.Simulation.Simulators.Extensions.GetIds","[coreclr.dll]",44,38,0.01,0.01,
"Callee","Microsoft.Quantum.Simulation.Simulators.Extensions.GetIds","[Unknown]",2,2,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.Extensions.GetIds","System.Linq.Enumerable.Select",577,69,0.15,0.02,
"Root","Microsoft.Quantum.Simulation.Simulators.Extensions.InitBuiltinOperations","Microsoft.Quantum.Simulation.Simulators.Extensions.InitBuiltinOperations",23,0,0.01,0.00,
"Caller","Microsoft.Quantum.Simulation.Simulators.Extensions.InitBuiltinOperations","Microsoft.Quantum.Simulation.Simulators.Extensions.InitBuiltinOperations",7,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Simulators.Extensions.InitBuiltinOperations","Microsoft.Quantum.Simulation.Simulators.SimulatorBase..ctor",23,0,0.01,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.Extensions.InitBuiltinOperations","[coreclr.dll]",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.Extensions.InitBuiltinOperations","[Unknown]",20,0,0.01,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.Extensions.InitBuiltinOperations","Microsoft.Quantum.Simulation.Simulators.Extensions.InitBuiltinOperations",7,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Simulators.Extensions+<>c.<GetIds>b__0_0","Microsoft.Quantum.Simulation.Simulators.Extensions+<>c.<GetIds>b__0_0",5,5,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Simulators.Extensions+<>c.<GetIds>b__0_0","System.Linq.Enumerable+SelectListIterator`2[System.__Canon,System.UInt32].ToArray",5,5,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Simulators.Extensions+<>c__1`1[System.__Canon]..cctor","Microsoft.Quantum.Simulation.Simulators.Extensions+<>c__1`1[System.__Canon]..cctor",1,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Simulators.Extensions+<>c__1`1[System.__Canon]..cctor","[coreclr.dll]",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.Extensions+<>c__1`1[System.__Canon]..cctor","[coreclr.dll]",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator..ctor","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator..ctor",39,0,0.01,0.00,
"Caller","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator..ctor","Microsoft.Quantum.Samples.IntegerFactorization.Program.Main",39,0,0.01,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator..ctor","[coreclr.dll]",8,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator..ctor","[Unknown]",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator..ctor","Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope..ctor",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator..ctor","Microsoft.Quantum.Simulation.Simulators.SimulatorBase..ctor",29,0,0.01,0.00,
"Root","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator.SafeControlled","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator.SafeControlled",879,29,0.23,0.01,
"Caller","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator.SafeControlled","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledBody>b__11_0",675,22,0.18,0.01,
